ZIP,date,Number of returns,Paid Preparer Helped,Number of exemptions,Number of dependents,Number of Salaries in AGI,Number of farm returns,Net capital gain (less loss) in AGI,Unemployment compensation,Social Security benefits in AGI,Taxes paid,Total tax credits,Residential energy credit,Alternative minimum tax,Overpayments refunded,Additional Medicare tax
90007,2013,11710,8310,23380,9950,9890,0,350,800,270,1360,2990,0,50,9700,0
90008,2013,14710,9990,27000,10310,11380,0,1070,1220,1560,4700,3630,110,310,11500,170
90010,2013,2210,1760,3790,960,1510,0,550,90,180,880,470,0,180,1140,110
90011,2013,36670,30240,95640,51260,31420,0,250,2280,480,3790,10350,60,40,32070,0
90012,2013,9930,6090,16580,4480,8270,0,1190,790,540,2250,1890,0,210,7170,130
90013,2013,4490,2640,5760,780,3950,0,600,360,60,1330,580,0,190,3210,110
90014,2013,3620,2100,4800,750,3100,0,380,290,70,1100,520,0,110,2510,80
90015,2013,7440,5480,14160,5470,6250,0,690,450,140,1680,1530,0,320,5550,210
90016,2013,21730,15840,43380,17660,17680,0,1130,1720,1340,5310,6160,130,170,17300,70
90017,2013,8460,6090,16710,6800,7130,0,680,450,160,1370,1720,0,240,6490,150
90018,2013,21220,16070,43710,18610,17380,0,690,1630,930,4210,5850,70,130,17240,50
90019,2013,28700,20660,53840,19420,23160,0,2590,2160,1620,6870,6720,120,760,21130,430
90020,2013,17000,12130,31530,10540,13980,0,1240,960,540,2570,3910,0,290,12380,220
90021,2013,1400,1030,2300,690,1150,0,160,100,30,380,250,0,70,930,40
90022,2013,26680,20860,64670,31740,23200,0,410,2150,820,3950,8150,90,70,23040,0
90023,2013,17480,14170,44460,22980,15230,0,220,1220,380,2000,5290,50,40,15250,0
90024,2013,14690,9950,22920,4720,10580,20,5950,660,2590,7640,4330,60,2470,7340,1710
90025,2013,25110,15270,39320,8810,20710,20,7320,1740,2210,10320,6190,180,2230,15650,1640
90026,2013,31140,21680,53910,17050,26240,0,3110,3100,1280,7050,6850,110,720,22990,380
90027,2013,23540,15060,35400,7300,19510,0,4040,2600,1450,7130,4660,90,1290,15730,780
90028,2013,15070,8710,21420,4590,12960,0,1230,1490,290,2730,2280,0,270,11040,160
90029,2013,16910,12020,31360,11530,14030,0,900,1290,540,2310,3710,20,120,12890,40
90031,2013,16180,12500,34060,14100,13890,0,800,1380,510,2600,4230,70,100,13250,40
90032,2013,19250,14040,40290,16780,16570,0,960,1750,980,4370,5850,140,120,15830,40
90033,2013,16930,13630,40340,19930,14460,0,340,1250,460,1840,4650,30,30,14500,0
90034,2013,29950,17170,49710,13650,25690,0,4750,2400,1610,8050,7290,120,1060,21320,670
90035,2013,13950,9300,24640,7040,10920,0,3960,1200,1370,5800,3620,60,1210,8160,720
90036,2013,18880,12110,30020,6910,15310,0,4480,1840,1410,7300,4210,50,1430,11670,870
90037,2013,23520,18820,54360,26920,19490,0,250,1580,490,2910,6360,50,30,20250,0
90038,2013,12950,8860,22990,8030,11090,0,830,1070,280,1970,2610,0,190,10040,110
90039,2013,15050,10560,25720,7050,12330,0,2600,1660,1260,5600,3740,100,810,10320,470
90040,2013,5470,4160,12270,5560,4730,0,200,500,280,1170,1860,20,40,4600,0
90041,2013,12770,8820,23520,7170,10550,0,1880,1190,1240,4840,3600,130,450,9130,220
90042,2013,26760,19150,52870,19720,22680,0,2170,2580,1410,7220,7480,220,420,20890,190
90043,2013,20770,14600,39970,15760,16450,0,1280,1730,2020,7080,5640,210,330,16610,170
90044,2013,35790,27380,81230,40110,29480,0,490,2640,1300,5980,10140,110,70,31250,0
90045,2013,18470,11550,33290,9390,14940,0,4850,1520,2310,9080,5300,240,1650,11910,1030
90046,2013,27380,17100,35830,4560,22580,0,5860,3190,1620,10410,4670,110,2020,17310,1370
90047,2013,23380,16510,45810,19210,18820,0,740,1810,2090,7440,6850,200,130,19530,0
90048,2013,12630,8790,18160,3090,9830,0,3750,1190,1210,5900,2700,40,1320,7120,890
90049,2013,18350,13440,29840,6450,13060,40,9070,980,3420,10880,5930,120,3860,8490,2640
90056,2013,4540,3180,7860,2240,3310,0,910,360,960,2440,1160,70,420,2900,210
90057,2013,14820,11300,30910,13200,12290,0,390,870,290,1200,3070,0,40,11700,0
90058,2013,1460,1180,3520,1820,1210,0,70,90,40,180,350,0,30,1160,30
90059,2013,15930,12260,38620,20070,13350,0,190,1220,440,2890,4720,70,40,14220,0
90061,2013,11300,8620,26590,13460,9460,0,160,890,410,2010,3370,40,30,9970,0
90062,2013,13800,10500,28870,12760,11360,0,220,1010,580,2890,4000,80,0,11550,0
90063,2013,20440,16390,49650,24540,17840,0,330,1710,550,3020,6230,70,40,17700,0
90064,2013,14540,9920,26670,7540,10920,0,5340,980,2090,7390,4520,160,2130,8030,1630
90065,2013,20810,15320,41460,15280,17390,0,2260,1960,1570,6450,5740,210,560,15860,280
90066,2013,28130,18000,49010,13300,22440,20,6650,2350,2860,10580,7300,240,1940,18300,1220
90067,2013,3190,2880,5190,1070,1950,0,1940,80,930,2360,1350,0,900,1170,710
90068,2013,11940,8230,16790,2440,9390,0,3560,1330,1140,5990,2490,100,1450,6910,1000
90069,2013,13930,9350,17530,1810,10830,0,4230,1340,1140,7240,2580,50,1620,8080,1130
90077,2013,4110,3320,7670,2000,2710,0,2350,170,980,2800,1490,40,1210,1630,770
90094,2013,2830,1780,4810,1070,2400,0,980,260,240,1770,780,0,490,1780,370
90201,2013,37490,31170,94580,48020,32520,0,500,3160,750,4540,12320,80,80,32870,0
90210,2013,9770,8200,17250,4480,6280,20,5130,270,2110,6080,3200,50,2510,3740,1500
90211,2013,5330,4030,9470,2700,3840,0,1750,380,660,2550,1430,20,730,2660,460
90212,2013,7820,6140,13370,3580,5560,0,3200,480,1130,4040,2380,0,1310,3730,970
90220,2013,21000,15560,48690,23760,17830,0,430,1770,1110,5350,6780,130,70,18280,0
90221,2013,21210,16580,52820,27190,18340,0,290,1840,700,4260,6980,80,40,18900,0
90222,2013,12640,9780,30620,15650,10880,0,160,1020,460,2610,4120,60,20,11240,0
90230,2013,15710,10220,29310,9050,12320,0,3640,1300,1970,6980,4510,170,870,10410,450
90232,2013,8440,5360,15040,4250,6820,0,1990,720,900,3370,2310,60,570,5440,360
90240,2013,11590,8560,24830,9740,9300,0,1270,900,1150,4440,3880,130,340,8550,120
90241,2013,19940,15010,42210,17110,16500,0,1580,1610,1530,5930,6560,190,340,15330,110
90242,2013,18450,13880,40540,17240,15660,0,1020,1560,1170,5460,6400,160,160,14890,40
90245,2013,9420,5760,17450,5210,7750,0,2430,680,1020,4270,2820,70,820,6070,520
90247,2013,22250,15980,45680,18480,18640,0,1550,1610,1660,5450,6810,100,130,17940,30
90248,2013,5390,3890,10520,3590,4290,0,650,400,690,1830,1550,40,120,4020,50
90249,2013,13080,9280,26210,10060,10690,0,1070,1020,1320,4200,3880,130,120,10330,40
90250,2013,42350,30790,88960,37370,36470,0,2590,3350,2280,10740,14300,290,540,34690,230
90254,2013,10930,6890,17640,3860,8830,0,4100,800,1190,6120,2950,120,1700,6640,1290
90255,2013,30240,25110,76270,38810,26210,0,420,2510,760,4470,9510,90,70,26230,0
90260,2013,15430,11150,32930,13610,13150,0,870,1230,780,3670,4960,60,130,12410,40
90262,2013,26830,21790,67120,33820,23430,0,440,2260,780,5390,9440,120,70,23580,0
90265,2013,7390,5670,13050,3340,4810,40,3420,350,1530,4260,2260,80,1380,3310,860
90266,2013,17140,12040,33790,10420,12660,30,8730,900,2870,10790,5900,190,4220,8610,3500
90270,2013,10510,8910,26870,13860,9250,0,130,900,220,1550,3500,30,0,9220,0
90272,2013,10540,8530,20500,6010,6740,20,6310,410,2520,7070,3980,110,2870,4170,2120
90274,2013,12570,9430,25590,7570,8260,50,6970,360,3500,8410,4600,220,3250,5580,2070
90275,2013,19010,12880,39420,11810,13110,40,8550,800,4940,11670,6490,370,3480,9870,1940
90277,2013,19280,12070,32620,7560,15050,0,6340,1330,2800,10070,5170,180,2240,11650,1410
90278,2013,19970,11950,38320,11530,16770,0,5540,1720,1970,10310,6180,220,2070,13330,1290
90280,2013,39260,32120,94430,45100,33810,0,830,3650,1290,8470,13500,210,140,33720,0
90290,2013,3000,2220,5570,1470,2120,0,1080,280,450,1700,870,40,380,1430,260
90291,2013,14570,9760,21720,4410,11630,0,3850,1380,1060,6270,3280,50,1340,8860,900
90292,2013,13100,8650,18800,2660,10010,0,4560,1140,1730,7370,2890,70,1780,7300,1130
90293,2013,7090,4310,10330,1610,5770,0,2070,650,890,3800,1510,40,640,4440,410
90301,2013,16320,12100,33760,14620,13790,0,480,1360,730,3220,5100,50,60,13460,0
90302,2013,13320,9280,26270,10880,11370,0,520,1140,670,3320,4180,70,90,10860,30
90303,2013,11230,8510,24520,11180,9160,0,330,790,730,2690,3420,60,40,9350,0
90304,2013,11330,9130,26880,12900,9610,0,240,700,300,1640,3730,30,30,9730,0
90305,2013,8050,5340,14360,5110,6180,0,570,650,1180,3670,2060,70,130,6190,20
90401,2013,4260,2460,5930,1020,3420,0,1150,290,260,1700,910,0,410,2600,310
90402,2013,5510,4380,9860,2560,3500,0,3280,220,1250,3530,2100,40,1460,2170,1040
90403,2013,14470,9290,21690,4100,11100,0,5140,1200,1580,7040,3610,40,1680,8010,1200
90404,2013,11180,6810,17950,4660,9330,0,2290,900,710,3770,2740,30,620,7560,400
90405,2013,15130,9770,23650,5130,11700,0,5050,1300,1650,7170,3920,90,1830,8820,1260
90501,2013,19800,13920,41450,15780,16550,0,2620,1350,1740,6370,6030,140,520,14930,200
90502,2013,8420,5840,16510,5650,7000,0,890,680,780,3250,2450,70,130,6330,50
90503,2013,20830,13060,41750,12880,16650,0,5280,1280,2780,9080,6890,260,1220,13950,640
90504,2013,16320,10750,32900,11270,13260,0,2990,1100,2040,6180,5200,200,360,11890,160
90505,2013,17530,11220,35010,10670,13350,0,5080,1080,3010,7990,5680,210,1290,11100,690
90601,2013,14600,10200,29300,10570,12230,0,1750,1250,1620,5710,4640,230,420,11030,180
90602,2013,10450,7480,22520,9390,9150,0,800,920,720,2900,3550,100,210,8480,90
90603,2013,9680,6510,19380,6470,7950,0,1590,740,1330,4630,3230,210,370,6990,160
90604,2013,17580,12270,37650,14840,15260,0,1400,1590,1650,6420,6140,270,160,14200,40
90605,2013,17920,13400,40500,17400,15660,0,1390,1600,1350,5960,6240,220,320,14670,140
90606,2013,14210,10600,31210,13320,12470,0,650,1400,1050,4390,4930,160,80,11850,0
90620,2013,21530,14430,44210,15830,18320,0,2490,1760,2130,7930,6960,280,320,16550,100
90621,2013,15500,11290,34900,14860,13420,0,1370,1110,910,3870,4880,90,220,12300,90
90623,2013,7370,4870,15060,4970,5820,0,1640,490,1170,3170,2380,90,300,5120,130
90630,2013,23170,15010,47950,16410,18940,0,4530,1680,3110,9910,7750,310,930,16480,420
90631,2013,30780,21560,66000,25410,25980,40,3960,2310,3170,10800,9970,400,880,23400,450
90638,2013,21410,14380,43580,14660,17530,0,3220,1670,2810,9280,6850,360,540,15640,210
90640,2013,28070,20850,59430,24600,23500,0,2000,2230,2350,7250,8610,210,300,22540,90
90650,2013,44600,33370,100060,42980,39140,0,2050,4030,2660,13560,15750,440,250,37220,50
90660,2013,27940,20840,61120,26050,24150,0,1080,2640,1920,8300,9660,330,180,23390,30
90670,2013,7600,5320,15780,6170,6610,0,450,730,580,2700,2640,190,120,6140,30
90680,2013,13270,9850,29860,12760,11440,0,930,1160,830,3290,4070,100,60,10890,0
90701,2013,7250,5270,15650,6100,6090,0,660,550,600,1870,2220,60,90,5530,30
90703,2013,23940,15900,49210,15890,18730,0,5770,1470,3950,10830,7570,320,1240,15710,580
90706,2013,33030,23870,72160,31190,28860,0,1840,2890,2030,8820,11410,240,300,27290,70
90710,2013,11780,8190,24660,9490,9580,0,1260,900,1330,3900,3390,110,210,9020,70
90712,2013,15130,10010,30200,10320,12840,0,2120,1240,1730,7080,5030,260,380,11420,140
90713,2013,13770,9090,27700,9090,11560,0,2060,1170,1780,6810,4470,280,350,10290,120
90715,2013,9230,6410,19560,7730,8090,0,760,790,690,3010,3120,80,100,7360,20
90716,2013,5790,4560,14040,6830,5080,0,160,470,210,1040,1870,0,0,4930,0
90717,2013,10190,6780,19350,6280,8410,0,1420,780,1120,3420,2870,70,240,7550,100
90720,2013,10880,7250,21820,7230,8480,0,3150,700,1780,5070,3640,180,1010,6900,590
90723,2013,22900,17660,54730,26720,20050,0,580,2020,750,4530,8000,100,80,19790,0
90731,2013,25660,17880,51200,19410,21510,0,2590,2330,2230,7650,7300,180,580,19860,190
90732,2013,10200,7220,19070,5350,7720,0,2540,700,2060,5330,2940,150,620,6780,230
90740,2013,13380,8790,22120,4360,7920,20,4800,690,4110,5970,3240,170,950,7490,540
90744,2013,21550,17070,53020,26290,18790,0,530,1790,920,4230,7080,100,150,18450,20
90745,2013,26570,19560,56620,22550,22770,0,1610,2330,2380,9060,8580,200,320,21360,60
90746,2013,13420,9170,25620,9280,10760,0,960,1040,2010,6150,3920,180,240,10430,60
90755,2013,5720,3860,10850,3730,4880,0,870,490,490,2350,1690,60,240,4240,140
90802,2013,19390,11370,31240,9140,16930,0,1980,1510,960,5370,4370,60,440,15120,250
90803,2013,17970,11500,27310,4920,13890,0,5350,1200,2900,8690,4540,160,1750,10990,980
90804,2013,17460,11160,33850,13500,15450,0,1130,1470,590,3610,5080,70,170,14430,70
90805,2013,39240,28950,90220,42490,34600,0,1300,3500,1570,9180,13330,230,180,33830,0
90806,2013,18060,13200,40060,18180,15540,0,780,1440,840,4080,5550,120,140,15210,40
90807,2013,16250,10640,30760,10080,13470,0,2790,1300,1830,7170,5080,200,710,11750,390
90808,2013,19260,12700,37630,11430,15530,0,4300,1490,3070,10220,6130,400,920,13360,460
90810,2013,16000,12050,36180,15990,13900,0,700,1480,1010,4380,5410,120,90,13550,0
90813,2013,21100,15980,50520,25750,18650,0,410,1420,320,2060,6070,30,60,18770,0
90814,2013,9970,5970,15970,3930,8460,0,1900,860,880,3710,2600,70,490,7070,280
90815,2013,18770,12090,34640,9920,14920,30,4260,1310,2970,9210,5620,310,940,12730,470
91001,2013,17170,11250,33370,10840,13560,0,3690,1310,2370,8400,5200,330,1300,11790,850
91006,2013,14430,9830,30150,9960,11070,0,4660,840,1940,6670,4840,170,1330,8770,670
91007,2013,14140,9540,28850,9420,10830,0,4360,720,1770,5750,4610,120,1080,8670,510
91008,2013,490,350,960,260,380,0,200,20,100,290,140,0,100,270,50
91010,2013,11770,8170,24370,9080,9820,0,1350,920,1240,4300,3740,150,170,9110,80
91011,2013,9410,6670,20340,6950,6930,20,4650,350,1700,5900,3440,160,2230,4550,1670
91016,2013,18970,12480,37710,13040,15850,0,3040,1440,1890,7130,5800,220,630,13890,360
91020,2013,3590,2450,7100,2330,2940,0,570,300,320,1260,1070,20,90,2430,40
91024,2013,5350,3380,9960,2650,4050,0,1810,340,980,2810,1610,110,620,3160,380
91030,2013,12270,7650,23910,7550,9690,0,3810,870,1450,5480,4250,120,1340,7420,820
91040,2013,9670,6830,18270,5430,7910,0,1460,900,1150,4290,2590,160,290,6820,150
91042,2013,12160,8770,23660,7460,9990,0,1490,1110,1140,4660,3370,160,220,8700,100
91101,2013,9510,5400,15280,3740,7930,0,2050,660,840,3400,2460,40,460,6600,310
91103,2013,11800,8160,24430,9860,9610,0,1630,830,960,3810,3550,120,610,8930,440
91104,2013,16290,10900,32200,10980,13530,0,2760,1220,1550,6300,4960,220,750,11700,480
91105,2013,6370,4480,11020,2410,4460,20,2950,390,1510,3990,2110,70,1300,3100,820
91106,2013,11610,6850,19870,5340,9550,0,2700,810,1110,4550,3220,80,880,7750,670
91107,2013,16050,10490,30280,8750,12670,0,4330,1100,2230,7530,4740,250,1410,10200,870
91108,2013,6280,4670,13130,4210,4290,0,3490,210,1170,3900,2450,90,1580,2640,990
91201,2013,10070,7440,19560,6340,8350,0,1210,910,730,3020,2660,80,280,7130,160
91202,2013,10270,7370,19480,5770,8260,0,1920,830,1070,4030,2800,90,550,6680,310
91203,2013,6330,4650,12000,3850,5330,0,590,510,400,1690,1680,30,120,4610,60
91204,2013,6710,4910,13120,4680,5780,0,380,550,250,1240,1760,0,60,5170,30
91205,2013,15840,11770,31000,10750,13410,0,1020,1330,790,3210,4030,90,170,12200,70
91206,2013,14740,10660,28020,8360,11920,0,2560,1140,1560,5290,4070,130,700,9860,380
91207,2013,4780,3560,9190,2530,3630,0,1430,380,760,2470,1380,60,560,2750,330
91208,2013,7600,5550,15250,4630,5860,0,2370,500,1210,4070,2400,120,870,4370,470
91210,2013,200,150,340,80,180,0,60,0,0,120,40,0,30,120,20
91214,2013,13970,9660,29570,9880,11110,0,3440,990,1820,6980,4520,220,960,8870,510
91301,2013,12430,8540,24640,7850,9620,0,4550,910,1800,6860,3890,230,1580,7080,1050
91302,2013,11850,9020,23730,7750,8690,20,5650,660,1930,6940,4030,150,2340,5750,1690
91303,2013,12190,8940,25470,10430,10240,0,840,950,500,2470,3470,50,120,9470,40
91304,2013,22520,15990,46260,17190,18620,0,3440,1930,2240,7360,6940,250,750,16410,380
91306,2013,20650,15190,42850,16230,17110,0,2110,1850,1610,6610,6290,230,250,15550,80
91307,2013,11510,7990,23450,7600,8880,0,3290,1030,1810,6060,3650,210,910,7110,540
91311,2013,18120,12480,34460,10530,14420,0,3980,1550,2560,8130,5480,260,970,12050,490
91316,2013,13590,9880,24300,6560,10260,0,3700,1230,1860,6100,3750,130,1220,7880,690
91320,2013,20850,12640,44620,15600,17010,20,6500,1380,3020,10870,6890,370,2140,13500,1510
91321,2013,15160,10800,32650,13120,12410,0,2110,1070,1780,5160,4380,150,490,11270,230
91324,2013,12570,8840,24540,8420,9960,0,2110,1020,1510,4500,3750,150,460,8740,200
91325,2013,14700,10000,28080,9310,11880,0,2620,1190,1610,5420,4430,190,640,10300,320
91326,2013,16000,11200,32760,10210,12500,0,4990,1200,2640,8860,5030,260,1630,9490,900
91331,2013,41580,33920,95990,44110,35690,0,940,3700,1520,8820,13510,200,150,35220,0
91335,2013,33000,24520,67460,25620,27130,0,2640,2810,2040,9320,9800,270,320,25050,90
91340,2013,14330,11840,33200,15190,12450,0,400,1400,560,3270,4900,60,50,12080,0
91342,2013,39080,30380,86630,36660,33550,0,2260,3780,2530,12660,13400,390,420,31600,110
91343,2013,24940,18570,53890,22220,20520,0,2250,2000,1840,7570,7500,260,330,19260,110
91344,2013,24250,17180,48820,16350,19420,0,4550,2190,3080,10930,7620,420,1000,16650,460
91345,2013,8500,6450,17610,6790,7080,0,590,810,720,2910,2790,80,70,6640,0
91350,2013,16040,10510,34060,12040,13930,0,2750,1460,1640,8750,5700,490,790,11730,350
91351,2013,15130,10320,32530,12780,13240,0,1410,1410,1160,5830,5040,250,250,11750,90
91352,2013,20250,16140,44250,18610,16980,0,1120,1690,1150,4850,6000,120,180,16160,70
91354,2013,13250,8580,29840,11170,11550,0,3060,1180,1310,8020,4880,320,1190,9220,600
91355,2013,15460,9810,30100,9320,12840,0,3550,1260,2060,8090,4930,260,1020,10540,550
91356,2013,13800,10350,26240,8040,10230,0,4130,1050,1990,6310,4000,130,1440,7900,850
91360,2013,20280,12520,40160,12880,15700,30,5620,1290,3580,9590,6240,380,1260,13100,710
91361,2013,10410,7320,19860,5640,7500,30,4630,630,2370,6010,3250,180,1630,5360,1160
91362,2013,17530,11520,35600,11660,13740,30,6560,1120,2830,9590,5710,280,2350,10160,1640
91364,2013,13110,9640,24820,7110,9720,0,4530,1100,2150,7210,4040,190,1560,7060,950
91367,2013,20270,14120,37150,10400,15640,20,5560,1610,2880,9880,5830,240,1460,12250,860
91377,2013,6780,4480,13660,4550,5540,0,2660,470,750,3850,2240,120,1020,3980,680
91381,2013,8380,5820,19370,7670,7160,0,2280,620,690,4910,2970,120,1220,5460,790
91384,2013,10120,6880,22280,8470,9060,0,1450,970,790,5290,3540,200,470,7670,210
91387,2013,18940,12750,40990,15900,16660,20,2630,1800,1440,8210,6580,330,920,14340,410
91390,2013,8430,5690,18210,6410,7110,30,1760,730,930,4910,2750,180,700,5830,350
91401,2013,17660,12870,33680,11620,14180,0,2590,1730,1280,5270,4650,180,620,12320,300
91402,2013,27480,21800,61880,27750,23160,0,870,2030,930,5140,8100,120,110,22420,0
91403,2013,13360,9340,22090,5180,10460,0,4080,1350,1500,6460,3590,110,1470,7670,1050
91405,2013,21730,16560,45110,18500,17830,0,1200,1740,890,4280,5810,110,160,17010,50
91406,2013,23460,17110,47070,17650,19210,0,2220,2160,1470,6780,6680,240,340,17590,140
91411,2013,10310,7320,19890,7120,8460,0,1150,970,570,2660,2800,60,280,7540,150
91423,2013,16650,11420,27430,6480,13160,0,4660,1880,1840,7500,4420,160,1660,9970,1120
91436,2013,9200,7650,17730,5120,6550,0,4720,450,1860,6040,3460,90,2170,3800,1750
91501,2013,9730,6750,18230,5570,8020,0,1610,940,870,3460,2620,50,410,6700,220
91502,2013,5480,3670,9870,3180,4740,0,510,510,220,1230,1390,20,90,4140,40
91504,2013,12300,8710,23810,7530,10050,0,2210,1160,1330,4990,3570,140,610,8520,310
91505,2013,16660,11170,29530,8230,13870,0,3000,2030,1700,7110,4570,190,760,11590,380
91506,2013,9700,6540,17450,5010,8000,0,1730,1110,1080,4110,2650,110,450,6740,240
91601,2013,19120,12070,30850,8600,16530,0,1840,2220,700,4620,3980,100,360,14270,160
91602,2013,10800,6930,15720,2820,9160,0,2390,1580,860,4530,2260,50,740,7040,460
91604,2013,15860,11200,25680,5720,12400,0,5200,1840,1890,8120,4070,120,2010,8940,1400
91605,2013,23960,18610,50440,20620,20020,0,1150,1920,1060,5020,6490,120,160,18960,50
91606,2013,19750,14820,38650,14350,16370,0,1290,1810,950,4360,5160,130,150,15160,50
91607,2013,14820,9690,24810,6640,12090,0,2890,1730,1290,5280,3600,130,740,9820,440
91701,2013,18580,11920,37570,12440,15410,0,2800,1560,2280,8820,5910,390,630,13460,260
91702,2013,25050,17940,55050,23230,21930,0,1580,2370,1480,6970,8030,250,290,20650,110
91706,2013,32340,24350,74530,33180,28310,0,1240,2900,1450,7270,10510,210,140,27180,30
91708,2013,3440,2270,7860,3130,3020,0,440,340,180,1790,1340,50,140,2550,50
91709,2013,33470,21660,72600,26360,28850,20,6200,2570,2800,16940,11540,530,1890,23670,920
91710,2013,32820,23070,71020,27690,28390,30,2840,3100,2590,11990,10830,430,560,25690,190
91711,2013,15510,10050,30330,9230,11810,30,4460,870,2910,7750,5040,320,1280,9910,700
91722,2013,16320,11360,34170,13270,14280,0,1210,1540,1290,5710,5590,220,120,13210,30
91723,2013,8680,5850,17180,6310,7420,0,760,830,680,2700,2760,70,110,6820,30
91724,2013,12120,8230,24500,8710,10060,0,1580,1000,1400,5020,3770,190,380,9010,170
91730,2013,29260,18330,59430,21850,25500,0,2410,2900,2210,10460,9730,330,450,22710,170
91731,2013,11590,8700,25970,11400,10000,0,610,810,500,1940,3350,40,50,9510,0
91732,2013,24800,18800,56530,25070,21440,0,1330,1970,950,4550,7220,120,110,20520,30
91733,2013,17660,13380,41630,19330,15370,0,680,1280,600,2750,5030,80,70,14800,0
91737,2013,11130,7280,22810,7550,9320,0,2060,840,1320,5540,3580,260,700,7730,390
91739,2013,15160,10010,34550,13610,13170,0,2360,1190,1020,7970,5450,260,1130,10960,550
91740,2013,11950,7970,24230,8410,9940,0,1440,1100,1400,4770,3770,180,250,9030,80
91741,2013,12110,8040,24410,7830,9570,20,2880,840,1930,6050,3890,240,760,8180,400
91744,2013,35960,27420,83610,37890,31520,0,1250,3160,1690,8470,11850,290,130,30440,0
91745,2013,24930,17170,50730,17300,19900,0,4330,1780,2970,9300,7760,320,710,17430,270
91746,2013,13160,10030,30150,13330,11280,0,480,1200,730,3320,4270,100,60,10960,0
